latitude;longitude;population
43,9953;-95,9533;213
44,971;-108,6205;213
38,0836;-120,4652;213
37,7578;-117,6386;213
39,2678;-81,0551;213
47,7594;-118,52;213
44,0381;-85,4538;213
37,8613;-88,9993;213
39,3014;-84,0906;213
45,5131;-121,5921;213
42,4328;-124,4232;213
37,6119;-82,7291;213
40,9556;-78,1584;213
38,5163;-76,2182;213
32,0441;-88,8844;212
45,9162;-94,6388;212
43,7677;-94,0174;212
35,174;-95,6494;212
40,1754;-94,8232;212
34,4005;-97,0514;212
43,6826;-90,2634;212
37,622;-96,2273;212
42,5648;-93,8431;212
45,0659;-87,133;212
39,9606;-82,4129;212
34,4866;-88,1863;212
37,7121;-117,2378;212
34,8658;-106,6671;212
33,9737;-96,9177;212
42,9208;-97,2791;212
41,676;-74,7831;212
39,7771;-120,5447;212
41,0627;-73,9208;212
40,0636;-105,3695;212
37,3944;-121,0752;212
45,0498;-92,1243;212
43,7143;-86,1259;212
38,1697;-75,8895;212
45,4942;-84,7818;211
34,2243;-93,0037;211
38,9761;-77,645;211
38,713;-99,3325;211
44,8888;-96,9092;211
59,5744;-151,2296;211
42,8397;-91,6594;211
31,7597;-92,3821;211
40,6417;-80,4994;211
35,3635;-91,8295;211
32,9837;-90,324;211
39,0316;-75,7821;211
45,5078;-110,5724;211
42,7399;-97,1697;211
42,2781;-88,2305;211
43,2666;-98,1592;211
30,3153;-89,2864;211
35,9949;-105,9069;211
41,3305;-102,1437;211
43,4865;-97,2166;211
40,9184;-96,1658;211
33,1063;-84,4382;211
40,4496;-88,7162;211
35,7697;-110,1305;211
34,3657;-85,5322;211
38,6098;-85,0681;211
40,724;-80,3133;211
43,7344;-113,3675;211
37,7879;-81,9865;211
46,9284;-95,2586;211
45,8178;-111,6402;211
39,546;-77,7246;211
36,5755;-93,6711;211
29,8394;-96,7053;210
62,8998;-160,1078;210
44,3091;-85,7007;210
40,4398;-93,7747;210
32,5886;-94,4469;210
46,0441;-88,3776;210
19,0714;-155,6145;210
39,7076;-90,8479;210
33,9857;-95,0196;210
28,46;-98,5487;210
42,5788;-89,7894;210
28,7221;-99,8327;210
39,2828;-85,7517;209
36,8669;-93,287;209
36,7091;-82,9116;209
41,9756;-112,2405;209
42,5049;-105,025;209
44,6384;-112,5917;209
44,6489;-92,6189;209
40,6376;-73,3779;209
35,3139;-88,3558;209
31,6048;-90,0023;209
34,7278;-78,2015;209
43,1559;-88,37;209
45,8558;-96,9174;209
59,453;-151,5905;209
32,3658;-81,8845;209
37,0753;-86,9951;209
40,926;-75,0945;209
46,667;-120,6337;209
35,5847;-94,6635;209
40,6633;-74,7079;209
36,272;-92,2821;209
42,6284;-74,6743;209
33,9051;-91,4984;209
40,2453;-121,0768;209
43,7653;-89,4599;208
34,3151;-97,0383;208
34,6601;-86,331;208
33,6126;-93,8138;208
36,3017;-76,7918;208
40,8266;-93,6068;208
38,1155;-76,4771;208
43,736;-94,4366;208
38,89;-84,2481;208
40,2666;-123,8737;208
39,9829;-95,1883;208
38,4874;-95,2698;208
33,2705;-90,88;208
26,1915;-97,5782;208
39,9745;-80,044;208
40,3948;-89,9407;208
39,8056;-83,1528;208
37,2598;-89,6466;208
39,5884;-85,7587;207
40,0501;-84,7443;207
36,029;-92,8078;207
39,8767;-93,1868;207
30,9868;-87,121;207
33,2006;-96,0054;207
42,7683;-91,9957;207
37,4793;-93,6739;207
32,4485;-92,9924;207
36,3127;-91,2233;207
43,533;-100,7419;207
36,2562;-119,2169;207
34,0346;-93,4226;207
39,3641;-74,9284;207
44,7435;-118,1975;206
40,7068;-76,3212;206
41,4871;-88,732;206
43,6227;-110,6273;206
41,9891;-76,1277;206
40,673;-88,1137;206
40,2723;-78,4583;206
34,1482;-94,7465;206
30,3576;-95,1004;206
39,7835;-97,8961;206
39,0768;-82,3275;206
47,7661;-121,4803;206
44,1009;-85,4589;206
30,7639;-96,3193;206
43,163;-76,5382;206
40,3387;-83,6779;206
42,733;-93,3701;206
38,2907;-85,6333;206
40,6134;-81,4232;206
38,9506;-94,205;206
39,356;-84,9372;206
36,2938;-94,7543;206
41,3976;-96,2074;206
40,3762;-93,3336;206
48,5023;-104,5018;206
34,0083;-111,3203;206
45,2781;-123,8222;206
38,4875;-85,4753;206
44,0824;-73,5339;206
34,1465;-80,1905;205
40,5601;-78,5473;205
40,9838;-89,0413;205
36,4047;-77,2306;205
37,1156;-79,9514;205
38,8469;-98,59;205
45,2732;-84,6052;205
39,1048;-93,4855;205
40,1851;-81,8921;205
43,4109;-106,2775;205
37,9559;-81,4503;205
39,6109;-100,0014;205
34,0155;-83,2938;205
45,948;-94,5301;205
43,9148;-95,7857;205
37,6366;-99,7539;205
45,9844;-110,6604;205
39,6514;-121,5345;205
48,2379;-115,8474;205
32,6496;-82,0962;205
47,985;-115,7707;205
41,0345;-78,0066;205
18,4438;-66,2431;205
45,5935;-87,5547;204
38,9784;-92,5635;204
37,7986;-95,9497;204
37,4642;-81,8111;204
43,4276;-89,1457;204
41,8649;-84,2347;204
39,8029;-85,4367;204
48,259;-109,7648;204
35,2992;-81,6986;204
43,4109;-123,2194;204
32,5855;-83,2273;204
40,5533;-78,2795;204
46,1136;-89,6487;204
40,6136;-78,3652;204
32,7403;-111,7821;204
40,3723;-89,8325;204
42,8602;-94,9829;204
36,356;-89,0495;204
41,7594;-77,9538;204
37,5357;-96,6427;204
39,1121;-89,7832;204
39,276;-92,3474;204
59,8295;-151,5964;204
40,7003;-75,0121;203
39,5907;-93,1337;203
39,6957;-105,7264;203
39,6152;-77,3829;203
37,3832;-87,6416;203
36,5097;-98,4485;203
39,3284;-77,7052;203
33,0341;-80,8428;203
43,6715;-82,7757;203
39,7862;-93,386;203
44,0253;-89,8861;203
44,7979;-98,2868;203
38,915;-115,0637;203
39,0815;-79,6455;203
37,4829;-97,6444;203
39,2189;-104,5404;203
44,4552;-98,6967;203
37,0368;-95,8218;203
38,6682;-94,2306;203
39,4348;-77,6655;203
33,8607;-103,1066;203
28,007;-97,4994;203
46,1346;-90,5721;203
44,6079;-73,0113;203
36,5656;-119,7405;202
35,4131;-90,2973;202
46,0988;-108,8789;202
44,1161;-115,974;202
42,9857;-106,3719;202
41,9021;-89,7998;202
34,4545;-90,4779;202
32,5227;-91,0229;202
47,6894;-119,1081;202
36,5513;-89,8186;202
37,9212;-104,9322;202
44,3325;-85,2969;202
39,2566;-90,0668;202
37,1114;-97,1505;202
37,55;-118,7086;202
41,4716;-89,2478;202
33,04;-81,7122;202
63,6255;-144,6364;202
45,834;-94,4942;202
40,798;-90,1632;202
44,5703;-120,1537;202
40,8525;-101,5278;202
41,0977;-91,0436;202
39,7456;-93,6286;202
39,3797;-94,7921;202
39,8004;-87,8078;202
26,3408;-98,7354;202
40,6529;-76,3461;202
38,692;-85,188;202
39,1839;-107,2407;202
34,9774;-79,7459;202
37,6018;-95,0743;201
44,9458;-94,8801;201
47,0557;-88,6587;201
39,3041;-122,5058;201
56,0057;-132,8395;201
35,0261;-86,7176;201
37,4903;-87,5021;201
31,3505;-97,6432;201
39,5605;-93,9257;201
63,1481;-142,4947;201
38,6718;-91,3391;201
42,4434;-88,6417;201
33,0951;-90,4968;201
37,2549;-94,4449;201
35,5488;-75,4689;201
32,7692;-98,3007;201
43,3624;-84,8335;201
39,8639;-94,6798;201
70,1231;-143,6258;201
40,8008;-84,7747;201
32,8601;-81,2385;201
40,6686;-96,0309;201
26,4017;-98,9322;201
39,9981;-84,3392;201
38,6976;-119,5427;201
46,5589;-91,5712;200
38,1217;-81,2528;200
48,8771;-102,5645;200
35,0942;-96,1241;200
40,9581;-86,1288;200
38,3966;-111,5893;200
41,2651;-89,126;200
37,266;-81,6632;200
40,4384;-94,6223;200
41,1549;-85,9687;200
37,6747;-87,1938;200
38,8352;-84,8301;200
38,3936;-75,4748;200
44,1776;-96,1035;200
40,4497;-91,572;200
41,0985;-88,2486;200
45,462;-87,6047;200
48,007;-106,4552;200
48,564;-122,4348;200
44,6292;-86,0963;200
44,0704;-95,6668;200
33,1977;-89,7821;200
48,2564;-101,5636;200
39,4666;-97,2038;200
38,1442;-81,289;200
43,081;-86,0721;200
39,5428;-87,2956;200
47,6601;-101,8436;200
45,623;-88,3518;200
41,0904;-90,4748;199
39,1293;-94,0857;199
32,6921;-82,5136;199
44,8335;-119,7949;199
37,5525;-92,7871;199
44,9527;-72,3065;199
44,7682;-117,1669;199
29,8111;-91,6703;199
43,1892;-112,5306;199
39,0785;-89,802;199
35,6634;-95,1984;199
45,5153;-123,9536;199
31,4934;-93,4597;199
27,4401;-99,0006;199
40,9042;-80,9523;199
40,1375;-96,6631;199
68,1421;-145,4956;199
32,0851;-100,3194;199
44,371;-92,5113;199
48,5586;-119,7521;199
45,2261;-91,1217;199
40,8156;-76,3395;199
40,11;-93,7236;199
42,3859;-96,5915;199
41,5075;-73,4625;199
39,7969;-81,3355;199
42,609;-97,8761;199
45,8788;-111,0773;199
35,3796;-92,5694;199
38,9379;-90,7468;199
60,4997;-149,4464;199
42,8497;-75,2308;199
30,8925;-85,4108;199
45,4354;-89,1861;199
35,1241;-107,8075;199
43,6441;-108,1979;198
30,195;-83,2909;198
38,3243;-92,5822;198
33,6598;-90,5214;198
46,541;-88,1933;198
48,5418;-121,4397;198
36,4296;-90,267;198
37,729;-98,7327;198
36,6247;-121,6465;198
38,9316;-79,9692;198
47,4685;-99,7089;198
38,3406;-87,2458;198
41,979;-100,5746;198
31,7182;-93,5082;198
34,38;-94,3643;198
41,5326;-85,2722;198
39,2327;-93,0041;198
38,9689;-90,8493;198
38,4449;-87,9976;198
43,7408;-117,0709;198
40,6755;-89,006;198
43,644;-96,0753;198
41,6596;-81,4543;198
40,7702;-77,0808;198
40,2684;-94,6914;198
37,6183;-87,3921;198
40,0327;-91,1604;198
41,884;-92,9223;198
40,3047;-87,9443;198
34,0699;-78,1472;197
42,2606;-94,1745;197
35,6881;-97,0018;197
47,7203;-111,6944;197
40,4652;-98,651;197
36,3199;-90,6024;197
39,5803;-87,588;197
64,3223;-158,7436;197
41,1185;-98,8311;197
37,4708;-88,1659;197
42,6194;-91,7295;197
38,0712;-94,0804;197
41,5979;-109,9652;197
32,5153;-92,3539;197
31,2246;-86,2785;197
40,3232;-98,5961;197
33,6213;-100,8368;197
35,7113;-95,9888;197
40,5315;-96,0237;197
42,9924;-75,0509;197
29,3013;-95,4508;197
42,9965;-98,4302;197
31,6675;-86,173;197
38,1076;-103,511;197
40,7369;-77,5318;197
38,3183;-122,8502;197
35,2091;-102,2055;197
39,927;-87,7402;197
31,0587;-87,0709;197
33,4382;-95,8519;197
42,029;-97,7361;197
40,2455;-76,4716;197
39,7606;-86,72;197
26,3916;-98,914;197
47,6315;-119,276;197
39,2137;-87,6666;197
39,2328;-90,7152;196
39,1286;-91,4139;196
31,1664;-85,9103;196
39,0599;-85,8878;196
33,6705;-96,2409;196
41,375;-86,5047;196
41,5343;-88,3835;196
31,6442;-100,0481;196
39,2499;-96,3145;196
37,825;-79,7981;196
46,8585;-116,3935;196
38,2793;-85,6296;196
41,7557;-104,8229;196
43,0538;-85,4714;196
32,1526;-81,9743;196
42,5206;-114,8717;196
34,9006;-95,6896;196
37,932;-85,3839;196
32,5512;-80,7354;196
38,3744;-97,3024;196
37,4873;-90,296;196
35,4057;-95,0178;196
43,3965;-111,2721;196
39,3862;-79,1556;196
34,5762;-91,4617;196
37,1018;-93,9483;196
36,6599;-87,6585;196
30,9784;-84,7379;195
42,1356;-73,9193;195
34,3664;-90,522;195
33,7109;-91,4517;195
37,2837;-90,6353;195
40,7362;-91,0617;195
64,9749;-147,609;195
33,0029;-86,199;195
48,4955;-97,8629;195
40,0761;-122,1776;195
39,0331;-90,6533;195
33,1252;-81,3426;195
40,3933;-78,4357;195
33,9462;-80,0208;195
45,563;-94,9473;195
41,1093;-90,3988;195
37,629;-75,8171;195
47,5621;-109,3773;195
41,8454;-94,307;195
38,1292;-87,1642;195
38,1935;-103,8597;195
44,8263;-94,2742;195
40,1313;-99,5945;195
33,8992;-100,8561;195
40,3071;-78,3301;195
47,2296;-117,4731;194
39,3504;-89,7836;194
64,6812;-163,4228;194
41,8253;-95,3403;194
41,6181;-78,8442;194
34,385;-91,9518;194
64,7233;-155,5005;194
41,7205;-92,8211;194
46,7394;-89,1795;194
39,9111;-80,4322;194
29,2875;-89,3637;194
38,8274;-122,1984;194
26,4325;-98,9719;194
37,73;-81,2797;194
38,2214;-89,2127;194
34,3774;-82,6954;194
41,0116;-75,6068;194
40,0814;-97,0954;194
41,0809;-97,9783;194
37,7649;-90,7722;194
32,9221;-92,6614;194
41,0156;-79,7433;194
37,7548;-75,7128;194
34,9096;-81,7527;194
38,8996;-81,4264;194
40,5586;-89,772;194
41,9934;-79,5014;194
37,8564;-87,4167;194
39,3886;-79,4685;194
44,5996;-72,116;194
46,9313;-97,7908;193
43,8193;-92,8746;193
39,7612;-99,1195;193
32,6231;-114,1453;193
39,9248;-85,2519;193
44,7382;-98,5089;193
40,7154;-78,9375;193
42,5722;-88,9362;193
42,1908;-111,4042;193
43,4451;-95,4372;193
39,6005;-94,7976;193
38,7257;-75,0849;193
42,6881;-94,0496;193
47,1592;-97,5681;193
41,9803;-92,7151;193
41,0752;-98,7155;193
39,4837;-94,3166;193
40,8723;-82,8766;193
40,4536;-76,1692;193
35,4878;-108,8574;193
40,8457;-84,1812;192
35,9823;-94,7481;192
39,7848;-101,3702;192
45,7476;-120,2161;192
44,2131;-86,2731;192
37,3249;-101,2069;192
33,1851;-84,2123;192
47,4584;-96,8197;192
43,3521;-85,0441;192
38,9264;-121,5149;192
41,0721;-97,203;192
35,9228;-95,801;192
40,4338;-78,4324;192
32,689;-109,0015;192
39,3372;-83,3067;192
47,7169;-114,1905;192
33,0376;-82,2474;191
40,4721;-109,9412;191
47,7391;-95,5125;191
29,787;-93,2925;191
36,1558;-94,911;191
36,4042;-120,1341;191
31,5551;-98,6657;191
47,5772;-104,2509;191
41,5268;-74,8788;191
41,8181;-84,6628;191
43,3079;-75,3819;191
45,01;-95,7998;191
29,8849;-98,4127;191
39,0716;-107,1909;191
44,4804;-85,9242;191
40,1043;-80,9757;191
33,7378;-115,3666;191
40,9637;-86,1857;190
42,1019;-92,8196;190
41,4709;-98,0678;190
32,1708;-93,916;190
34,8919;-95,9518;190
37,5245;-101,8834;190
39,8056;-75,4862;190
41,2538;-90,3827;190
46,2053;-92,9273;190
38,654;-77,637;190
38,6597;-94,8569;190
40,8009;-78,4985;190
39,3395;-98,4709;190
44,0079;-97,9237;190
41,2665;-82,304;190
37,0049;-89,5263;190
35,8221;-105,901;190
44,7142;-119,1042;190
39,5115;-96,0762;190
46,1657;-111,4459;190
39,3825;-85,56;190
66,0722;-162,7435;189
38,2389;-91,0688;189
44,7209;-91,6917;189
33,5927;-102,3006;189
42,1631;-79,3896;189
31,1976;-100,4933;189
39,8157;-95,4117;189
40,4777;-82,6818;189
40,6156;-86,21;189
38,7455;-83,6103;189
48,9652;-115,2213;189
40,1272;-93,388;189
40,2173;-80,2302;189
40,3637;-79,4695;189
32,1905;-95,5704;189
37,7853;-88,9294;189
32,9485;-108,5762;189
39,2791;-114,9901;189
33,3584;-110,6593;189
39,9232;-105,5136;189
39,3766;-77,7341;189
41,5218;-89,914;188
40,8296;-95,9899;188
48,3128;-102,5435;188
29,5023;-96,6761;188
39,0111;-92,755;188
45,3939;-101,4325;188
36,7596;-89,102;188
46,9106;-113,7267;188
41,9339;-94,2007;188
35,5195;-89,8825;188
41,3008;-83,8295;188
39,458;-93,5239;188
40,3217;-97,2983;188
43,1864;-82,8617;188
46,2011;-91,2937;188
36,5231;-80,8671;188
40,0861;-86,1608;188
35,1948;-105,1439;188
40,5187;-95,117;188
35,1113;-103,3364;188
44,7777;-108,6542;188
39,2245;-85,82;188
44,8512;-95,9008;187
35,835;-116,2074;187
41,1921;-87,4454;187
31,9206;-112,0235;187
43,4806;-93,9196;187
26,5024;-99,0735;187
40,7965;-96,1191;187
34,8134;-81,8415;187
39,1834;-88,6532;187
33,9354;-88,0218;187
43,9772;-91,9494;187
39,2164;-96,1789;187
40,1847;-88,7853;187
39,0618;-101,2449;187
40,953;-77,8031;187
38,1384;-80,2107;187
35,0227;-87,5855;187
42,6688;-113,5968;187
36,7377;-93,0354;187
39,2822;-80,462;187
40,2053;-78,1783;187
39,337;-78,9223;187
31,178;-88,0728;187
38,4914;-87,2428;187
40,5296;-78,4356;187
39,2212;-77,3799;186
41,6786;-84,727;186
38,4943;-96,9613;186
38,3864;-85,2566;186
42,9717;-89,0318;186
42,9854;-111,0296;186
33,1473;-105,8589;186
36,8076;-102,2517;186
46,9018;-102,4222;186
44,3693;-98,042;186
30,8757;-84,4312;186
38,7617;-78,7166;186
35,1936;-78,6512;186
42,5799;-90,0238;186
32,606;-83,246;186
42,4415;-94,2954;186
33,3787;-90,3461;186
43,4676;-90,1577;186
33,3759;-116,0113;186
37,247;-94,6003;185
33,7907;-109,9873;185
38,7139;-79,9765;185
40,7734;-82,3639;185
40,4623;-75,7532;185
41,417;-104,1016;185
48,3333;-117,2944;185
46,9877;-94,212;185
39,3896;-112,6399;185
37,3507;-96,4494;185
39,1151;-98,6922;185
41,507;-120,5472;185
37,0469;-120,6395;185
47,8204;-101,2911;185
26,1896;-97,5437;185
64,564;-162,9989;185
44,6428;-96,1678;185
39,5423;-90,3303;185
37,1294;-89,5959;185
40,9971;-79,7264;185
45,6487;-123,8545;185
33,7505;-91,9985;185
28,4308;-82,6668;185
46,0359;-96,1008;185
32,8665;-108,2221;185
33,2176;-82,3079;185
36,7022;-81,4413;185
38,1539;-78,5594;185
37,9303;-86,1764;185
37,2395;-81,4616;184
40,2051;-81,7181;184
46,0686;-87,1616;184
37,5806;-85,3463;184
40,3743;-78,7763;184
33,1191;-86,4421;184
33,303;-92,9539;184
45,0105;-96,4189;184
33,8501;-81,61;184
35,5924;-75,4662;184
37,3364;-81,4407;184
39,2314;-120,0019;184
36,1727;-91,7697;184
43,857;-117,6265;184
41,0316;-87,8593;184
34,2099;-82,6476;184
39,1087;-90,4996;184
31,9347;-92,585;184
41,2452;-83,2839;184
33,9565;-80,3315;184
36,1116;-76,9412;184
39,3254;-82,2166;184
40,819;-93,963;184
41,6655;-80,3143;183
45,9073;-111,3313;183
43,3163;-90,9292;183
43,5744;-101,2059;183
37,3755;-87,5781;183
40,7784;-85,0908;183
32,2227;-104,0692;183
38,3618;-88,5355;183
35,7694;-94,5716;183
36,9001;-98,4235;183
39,7035;-78,5756;183
45,4966;-97,4928;183
39,4789;-89,9803;183
39,197;-94,572;183
35,2034;-76,645;183
38,8667;-81,8242;183
37,5524;-119,9289;183
33,5859;-94,0469;183
35,1466;-113,9058;183
45,1367;-96,284;183
41,5789;-93,0229;183
44,1881;-121,1817;183
41,227;-93,9295;183
33,5758;-92,2671;183
33,5686;-83,3623;183
39,9161;-87,9353;183
36,123;-94,9803;183
32,9258;-109,8229;183
33,0174;-94,193;183
38,6218;-79,2415;183
34,8368;-98,3213;183
37,664;-81,5985;183
48,5815;-100,7284;183
36,6507;-91,6963;183
39,429;-96,7598;182
59,4396;-151,7111;182
39,6028;-87,5186;182
30,9647;-91,9837;182
33,1723;-84,8173;182
33,4804;-83,0377;182
39,3071;-96,0578;182
37,1169;-104,5231;182
37,3004;-82,2758;182
36,991;-89,6866;182
31,5424;-88,5292;182
45,628;-110,6233;182
40,1308;-95,8298;182
42,1941;-85,4137;182
39,1361;-75,7676;182
65,7001;-156,3386;182
39,5379;-93,4413;182
39,2319;-104,8924;182
34,4057;-91,4108;182
35,0809;-120,545;182
41,3755;-95,6225;182
48,6642;-118,0596;182
35,9103;-93,2544;182
41,1014;-106,0288;182
47,4975;-101,3661;182
39,3749;-81,671;181
44,41;-95,4134;181
47,6603;-94,6843;181
37,9823;-81,5367;181
46,0976;-96,4055;181
42,9377;-101,2489;181
43,1967;-92,417;181
35,8746;-118,6428;181
39,9511;-85,4867;181
35,6499;-99,9236;181
37,5351;-79,3615;181
47,0065;-97,2241;181
36,5051;-120,3936;181
28,017;-97,5009;181
26,3859;-98,899;181
46,2347;-103,655;181
35,0293;-95,6836;181
42,8044;-93,4786;180
48,5235;-109,6449;180
40,9897;-77,4427;180
39,0325;-85,5131;180
42,2376;-91,4258;180
37,2093;-86,8921;180
40,1767;-91,3783;180
37,8568;-107,8312;180
37,1478;-113,0548;180
42,833;-94,701;180
43,7393;-95,3187;180
38,4912;-88,9032;180
38,4977;-77,8899;180
34,7601;-106,301;180
37,0942;-89,7747;180
31,8591;-92,5156;180
37,327;-81,313;180
44,4937;-89,309;180
30,8982;-87,035;180
31,6079;-109,6699;180
36,0128;-105,8566;180
39,6234;-77,5916;180
46,6213;-123,9533;180
39,515;-86,395;180
47,5992;-110,7698;179
41,8082;-96,0272;179
32,9791;-86,0358;179
33,1799;-81,1854;179
39,2863;-89,1066;179
39,0909;-84,4729;179
46,7616;-89,0849;179
38,462;-86,2733;179
41,3392;-92,7863;179
40,027;-105,3832;179
34,4825;-96,4367;179
35,4915;-90,9725;179
45,2927;-94,2174;179
42,8257;-95,1656;179
40,7501;-79,2601;179
30,477;-83,7604;179
40,9903;-75,8958;179
44,0718;-75,4999;179
29,4013;-95,4816;179
42,1202;-73,5247;179
40,0472;-85,3924;179
46,1519;-116,39;179
45,0601;-100,3545;179
19,4136;-154,9588;179
40,7411;-85,5619;179
35,4214;-81,3027;179
37,6078;-96,0286;178
29,335;-103,5421;178
40,7058;-91,228;178
36,4769;-95,0195;178
27,8615;-81,5619;178
40,5243;-92,5766;178
39,0559;-87,5672;178
40,3033;-97,6816;178
48,1912;-112,2804;178
38,247;-122,9054;178
34,0726;-92,5553;178
40,9522;-117,4997;178
39,3156;-86,9592;178
43,2308;-93,9114;178
34,34;-108,1708;178
37,5216;-120,4385;178
62,6727;-141,1321;178
37,746;-105,8777;178
47,0043;-108,3466;178
47,5604;-98,3456;178
41,2964;-73,4466;178
45,1375;-108,9985;178
35,5597;-79,2805;178
46,6755;-123,6648;178
43,3452;-72,9946;178
40,767;-80,3148;177
30,4822;-84,0244;177
38,569;-98,3174;177
30,9895;-92,5795;177
39,8699;-94,1416;177
43,0165;-88,6999;177
37,0173;-94,4933;177
30,7177;-91,9082;177
48,6441;-96,9106;177
33,0215;-89,7647;177
33,3452;-89,0458;177
45,1208;-123,9766;177
42,0734;-95,9104;177
39,7265;-80,2593;177
41,5259;-86,1694;177
38,2884;-85,6256;177
34,7697;-80,2264;177
35,3984;-105,9571;177
36,5143;-77,1893;177
44,6363;-123,5769;177
47,4288;-91,2656;177
39,6718;-80,8737;177
46,7539;-118,3106;176
43,9332;-93,6976;176
41,0108;-121,924;176
32,0008;-96,3825;176
38,1317;-81,6102;176
35,9621;-92,2301;176
39,7671;-81,2182;176
37,9666;-98,0922;176
36,0873;-91,1238;176
45,8545;-100,4592;176
18,0886;-66,6333;176
32,8142;-81,2403;176
41,2783;-77,2273;176
44,4535;-89,0316;176
42,4565;-89,9459;176
40,1244;-85,6878;176
39,3192;-99,5844;176
38,0506;-81,2717;176
41,1319;-76,5305;176
38,3755;-75,754;176
45,1544;-98,4983;176
36,5423;-95,222;176
30,631;-97,0211;176
39,4522;-75,2497;176
40,9031;-80,8871;176
42,754;-113,49;175
39,4426;-77,6873;175
48,807;-95,101;175
41,6427;-94,27;175
44,6431;-71,9792;175
46,8002;-96,8331;175
40,3943;-82,6996;175
44,4164;-90,7409;175
39,8786;-85,464;175
43,997;-96,9645;175
37,2094;-83,1394;175
39,1451;-75,8655;175
31,8688;-95,4917;175
41,6501;-95,5192;175
41,2092;-85,7428;175
45,7071;-109,5471;175
43,2225;-90,297;175
31,7332;-87,209;175
32,9219;-107,5773;175
28,5734;-96,5655;175
48,67;-98,1488;175
36,5976;-91,646;174
39,903;-120,759;174
43,3398;-109,2298;174
44,0867;-90,8383;174
35,7799;-96,28;174
41,2731;-80,1397;174
34,5792;-106,7285;174
47,423;-119,1176;174
36,0179;-99,2885;174
43,243;-95,1549;174
44,2445;-97,044;174
33,4079;-90,2081;174
31,9617;-92,7758;174
46,4031;-90,3194;174
44,9428;-95,0235;174
39,8101;-98,5572;174
42,7796;-104,6176;174
48,4916;-113,9961;174
38,668;-86,9977;174
30,5595;-87,1297;174
40,2637;-85,3655;174
34,9946;-85,4868;174
36,5084;-94,8481;174
47,6858;-104,6331;174
35,3612;-107,934;174
36,5684;-89,5973;173
40,785;-84,4559;173
45,6148;-98,3107;173
35,5457;-90,5123;173
45,6168;-97,4196;173
35,1698;-79,7232;173
39,6645;-85,0047;173
45,667;-91,2426;173
44,5166;-98,9379;173
34,2519;-106,9158;173
40,6677;-86,7238;173
42,9662;-90,2644;173
48,0131;-122,9897;173
40,5171;-94,6145;173
38,5201;-99,1977;173
40,7822;-83,5263;173
40,2075;-84,2358;173
34,2876;-82,248;173
35,8152;-89,9467;173
34,391;-90,2555;173
64,3074;-149,1562;173
43,3516;-91,0936;173
45,811;-89,5873;173
40,7065;-100,2155;173
44,9347;-88,7334;173
38,898;-79,9637;173
47,2799;-114,1658;173
26,4844;-97,822;173
37,1447;-88,9418;173
38,9445;-105,29;173
35,4698;-119,2617;173
47,5302;-95,2595;172
36,1612;-92,1065;172
39,3762;-77,6843;172
36,217;-95,0926;172
40,4631;-99,2507;172
37,1225;-104,7395;172
40,307;-87,6069;172
36,3502;-77,3058;172
37,5511;-89,6554;172
40,144;-97,867;172
46,3677;-116,7975;172
40,8201;-95,7488;172
38,8806;-88,7128;172
38,0333;-89,24;172
37,0117;-89,6003;172
30,2138;-97,1211;172
42,7444;-91,2621;172
30,3125;-95,8767;172
26,4394;-98,0747;172
45,257;-85,1929;172
41,3179;-92,9227;172
32,5724;-108,3512;172
41,2787;-79,8219;172
44,0923;-91,75;172
37,8774;-75,5897;172
32,9142;-102,4147;172
41,4614;-90,8114;172
43,8085;-71,4394;172
69,7443;-162,8678;172
43,7661;-93,9;172
41,0456;-104,3644;172
43,2121;-116,5485;172
59,3303;-151,9111;172
44,2149;-86,289;172
46,7757;-91,3807;172
34,3189;-78,5934;172
42,1224;-94,7837;171
34,5;-88,4726;171
38,1818;-95,4906;171
47,338;-117,2312;171
35,2741;-102,6672;171
40,3859;-84,8649;171
43,7742;-96,1975;171
41,3421;-80,5277;171
40,3243;-84,569;171
39,243;-75,5155;171
41,6497;-90,7184;171
42,3839;-96,989;171
41,9669;-93,8176;171
44,5577;-96,5465;171
35,9573;-86,3679;171
40,897;-97,4619;171
39,742;-89,7785;171
39,6996;-105,4921;171
36,3405;-90,2221;171
34,901;-96,0994;171
42,3377;-97,9718;171
44,011;-96,0967;171
40,0869;-88,5115;171
35,4376;-94,6958;171
36,2704;-118,0015;171
41,34;-91,8169;171
44,6639;-73,453;171
39,4583;-88,4963;171
40,0537;-89,1871;171
33,3733;-114,6792;171
33,1416;-111,9811;171
33,1413;-111,9004;171
44,5476;-72,4617;171
32,2591;-91,7473;170
30,7875;-83,668;170
48,7322;-96,664;170
40,343;-77,3057;170
33,0678;-80,9537;170
41,4791;-73,4636;170
38,5184;-87,524;170
38,6512;-88,044;170
41,3184;-110,3894;170
40,3921;-91,926;170
41,5032;-90,3171;170
37,1938;-80,6097;170
41,4623;-73,3875;170
42,7738;-92,9079;170
36,1765;-106,1777;170
40,8023;-77,6271;170
42,0692;-110,9865;170
43,047;-72,6692;170
45,773;-86,5529;169
37,9589;-98,4085;169
33,4198;-85,4903;169
33,3234;-99,6736;169
47,6095;-96,8122;169
41,8512;-94,0107;169
44,5942;-96,063;169
31,7144;-111,7744;169
33,029;-95,029;169
38,0817;-87,1187;169
41,9441;-92,9607;169
41,0889;-76,5804;169
38,008;-81,5623;169
41,863;-120,1589;169
